contigName	contigLen	totalAvgDepth	mapped_reads_sorted.bam	mapped_reads_sorted.bam-var
k141_557	4836	0	0	0
k141_558	2267	0	0	0
k141_7385	1618	0	0	0
k141_7386	1640	0	0	0
k141_11009	15726	0	0	0
k141_7388	1654	0	0	0
k141_7390	4151	0	0	0
k141_11010	5919	0	0	0
k141_7392	2072	0	0	0
k141_562	14321	0	0	0
k141_11011	6087	0	0	0
k141_11012	1652	0	0	0
k141_564	2925	0	0	0
k141_11013	2501	0	0	0
k141_565	2924	0	0	0
k141_11016	2773	0	0	0
k141_567	2064	0	0	0
k141_5635	76686	0	0	0
k141_11020	1492	0	0	0
k141_11021	1049	0	0	0
k141_5636	1078	0	0	0
k141_11022	1390	0	0	0
k141_5637	2206	0	0	0
k141_11023	1859	0	0	0
k141_568	6329	0	0	0
k141_11024	1085	0	0	0
k141_5638	2523	0	0	0
k141_570	2024	0	0	0
k141_7393	21162	0	0	0
k141_11028	2328	0	0	0
k141_5639	4462	0	0	0
k141_571	4067	0	0	0
k141_7394	3612	0	0	0
k141_11031	1232	0	0	0
k141_11032	1014	0	0	0
k141_7395	2716	0	0	0
k141_11033	1407	0	0	0
k141_7396	1198	0	0	0
k141_572	4115	0	0	0
k141_11036	1134	0	0	0
k141_573	1691	0	0	0
k141_574	1089	0	0	0
k141_11037	1635	0	0	0
k141_7397	3349	0	0	0
k141_7398	1252	0	0	0
k141_576	1265	0	0	0
k141_577	2863	0	0	0
k141_11039	7318	0	0	0
k141_11040	1474	0	0	0
k141_579	5178	0	0	0
k141_11041	1722	0	0	0
k141_11042	1960	0	0	0
k141_580	3524	0	0	0
k141_11044	2453	0	0	0
k141_11045	2680	0	0	0
k141_11053	2287	0	0	0
k141_13045	71318	0	0	0
k141_581	13118	0	0	0
k141_11054	3742	0	0	0
k141_13050	1256	0	0	0
k141_582	1865	0	0	0
k141_13051	1759	0	0	0
k141_11055	2101	0	0	0
k141_584	1143	0	0	0
k141_585	1413	0	0	0
k141_13052	2084	0	0	0
k141_11057	2318	0	0	0
k141_3863	82249	0	0	0
k141_586	2226	0	0	0
k141_13054	2013	0	0	0
k141_3864	1237	0	0	0
k141_11060	1455	0	0	0
k141_13055	1906	0	0	0
k141_3865	1740	0	0	0
k141_11061	1016	0	0	0
k141_13056	1211	0	0	0
k141_13058	1608	0	0	0
k141_588	5796	0	0	0
k141_11062	4240	0	0	0
k141_7402	37207	0	0	0
k141_3866	6823	0	0	0
k141_2148	120797	0	0	0
k141_2149	1096	0	0	0
k141_3867	2076	0	0	0
k141_593	1950	0	0	0
k141_11064	5164	0	0	0
k141_594	1463	0	0	0
k141_3869	1241	0	0	0
k141_2150	2676	0	0	0
k141_3870	1166	0	0	0
k141_595	1219	0	0	0
k141_7403	5826	0	0	0
k141_13059	8843	0	0	0
k141_2153	1149	0	0	0
k141_11068	1358	0	0	0
k141_596	1576	0	0	0
k141_3871	1839	0	0	0
k141_13060	1926	0	0	0
k141_11069	1273	0	0	0
k141_2154	1674	0	0	0
k141_597	1821	0	0	0
k141_13061	1132	0	0	0
k141_11070	1712	0	0	0
k141_13062	1143	0	0	0
k141_7406	3923	0	0	0
k141_2156	2510	0	0	0
k141_13063	1626	0	0	0
k141_13064	1543	0	0	0
k141_2158	1557	0	0	0
k141_13065	1531	0	0	0
k141_13066	1138	0	0	0
k141_11071	6206	0	0	0
k141_3876	6695	0	0	0
k141_2160	2899	0	0	0
k141_13067	2348	0	0	0
k141_3877	1789	0	0	0
k141_598	9565	0	0	0
k141_2162	1276	0	0	0
k141_13068	1328	0	0	0
k141_599	1607	0	0	0
k141_2163	2485	0	0	0
k141_600	2160	0	0	0
k141_13069	3588	0	0	0
k141_2165	1179	0	0	0
k141_601	1764	0	0	0
k141_2166	1776	0	0	0
k141_602	1317	0	0	0
k141_2167	1545	0	0	0
k141_2168	2290	0	0	0
k141_11073	12581	0	0	0
k141_2169	1288	0	0	0
k141_2172	1355	0	0	0
k141_603	7222	0	0	0
k141_604	1305	0	0	0
k141_2174	1746	0	0	0
k141_605	1326	0	0	0
k141_2175	1117	0	0	0
k141_606	1315	0	0	0
k141_11075	8801	0	0	0
k141_2177	3209	0	0	0
k141_608	1711	0	0	0
k141_11076	1553	0	0	0
k141_5644	87182	0	0	0
k141_611	1263	0	0	0
k141_11080	1261	0	0	0
k141_2178	5154	0	0	0
k141_612	3016	0	0	0
k141_5645	4143	0	0	0
k141_11081	2356	0	0	0
k141_613	1782	0	0	0
k141_5647	1258	0	0	0
k141_614	1294	0	0	0
k141_11082	2575	0	0	0
k141_2183	3176	0	0	0
k141_615	1250	0	0	0
k141_5648	2388	0	0	0
k141_616	2605	0	0	0
k141_617	1039	0	0	0
k141_5649	5516	0	0	0
k141_5651	1317	0	0	0
k141_7407	45356	0	0	0
k141_2185	8366	0	0	0
k141_7408	1418	0	0	0
k141_7409	1256	0	0	0
k141_5654	2388	0	0	0
k141_619	8647	0	0	0
k141_2186	4576	0	0	0
k141_5656	2735	0	0	0
k141_7411	4203	0	0	0
k141_620	3439	0	0	0
k141_2187	3334	0	0	0
k141_5657	2266	0	0	0
k141_621	1391	0	0	0
k141_7412	2912	0	0	0
k141_7413	1492	0	0	0
k141_7415	1451	0	0	0
k141_2189	5386	0	0	0
k141_2190	1357	0	0	0
k141_622	6720	0	0	0
k141_7421	1398	0	0	0
k141_623	1452	0	0	0
k141_625	1170	0	0	0
k141_7423	2202	0	0	0
k141_2191	4184	0	0	0
k141_3879	59914	0	0	0
k141_2192	2836	0	0	0
k141_629	1512	0	0	0
k141_2194	3404	0	0	0
k141_3884	2662	0	0	0
k141_631	4319	0	0	0
k141_2195	1787	0	0	0
k141_632	4464	0	0	0
k141_2196	4906	0	0	0
k141_3886	5568	0	0	0
k141_11085	44388	0	0	0
k141_2197	4154	0	0	0
k141_3887	3896	0	0	0
k141_634	5415	0	0	0
k141_11086	1482	0	0	0
k141_3888	1022	0	0	0
k141_636	1365	0	0	0
k141_7426	20184	0	0	0
k141_11088	2671	0	0	0
k141_2202	2221	0	0	0
k141_11089	1193	0	0	0
k141_2203	1699	0	0	0
k141_3891	4879	0	0	0
k141_7427	3059	0	0	0
k141_2205	1860	0	0	0
k141_7429	1314	0	0	0
k141_7430	1310	0	0	0
k141_637	7324	0	0	0
k141_11090	4555	0	0	0
k141_638	1772	0	0	0
k141_11091	3898	0	0	0
k141_3893	7538	0	0	0
k141_7433	4874	0	0	0
k141_2206	7407	0	0	0
k141_643	2913	0	0	0
k141_2207	1457	0	0	0
k141_3894	2555	0	0	0
k141_7435	1103	0	0	0
k141_645	2314	0	0	0
k141_646	1878	0	0	0
k141_7436	3538	0	0	0
k141_3895	4566	0	0	0
k141_647	1456	0	0	0
k141_7437	1156	0	0	0
k141_3897	1585	0	0	0
k141_648	2096	0	0	0
k141_2211	5299	0	0	0
k141_7440	2510	0	0	0
k141_2212	3314	0	0	0
k141_650	2765	0	0	0
k141_3898	4882	0	0	0
k141_3900	1092	0	0	0
k141_2213	2246	0	0	0
k141_3902	1279	0	0	0
k141_7441	5684	0	0	0
k141_651	4868	0	0	0
k141_3904	2052	0	0	0
k141_2214	4258	0	0	0
k141_654	1523	0	0	0
k141_3907	1444	0	0	0
k141_2215	1566	0	0	0
k141_11094	20812	0	0	0
k141_655	1204	0	0	0
k141_2216	1476	0	0	0
k141_3909	1244	0	0	0
k141_11096	1014	0	0	0
k141_656	1135	0	0	0
k141_11097	1020	0	0	0
k141_657	2108	0	0	0
k141_11099	1884	0	0	0
k141_7443	8290	0	0	0
k141_2217	4158	0	0	0
k141_3910	3903	0	0	0
k141_3911	1667	0	0	0
k141_3912	1030	0	0	0
k141_7446	2033	0	0	0
k141_2219	2770	0	0	0
k141_3913	1141	0	0	0
k141_658	6370	0	0	0
k141_2220	2245	0	0	0
k141_7448	2257	0	0	0
k141_659	1328	0	0	0
k141_3914	3937	0	0	0
k141_661	1704	0	0	0
k141_2222	2616	0	0	0
k141_7449	4579	0	0	0
k141_7450	1487	0	0	0
k141_2223	3470	0	0	0
k141_3915	5598	0	0	0
k141_663	4382	0	0	0
k141_3916	1813	0	0	0
k141_2225	2061	0	0	0
k141_7453	2599	0	0	0
k141_3918	1209	0	0	0
k141_2226	2408	0	0	0
k141_7454	2943	0	0	0
k141_2227	2060	0	0	0
k141_7455	1184	0	0	0
k141_3922	2424	0	0	0
k141_2228	1368	0	0	0
k141_664	8687	0	0	0
k141_7457	2654	0	0	0
k141_2229	2338	0	0	0
k141_665	1473	0	0	0
k141_7458	1543	0	0	0
k141_2230	1328	0	0	0
k141_7459	2507	0	0	0
k141_666	3683	0	0	0
k141_2235	3452	0	0	0
k141_667	2300	0	0	0
k141_7460	3358	0	0	0
k141_3928	8986	0	0	0
k141_668	1996	0	0	0
k141_7461	1968	0	0	0
k141_2236	3410	0	0	0
k141_3931	2110	0	0	0
k141_2237	2776	0	0	0
k141_3932	1048	0	0	0
k141_3933	1017	0	0	0
k141_2239	1126	0	0	0
k141_3934	1479	0	0	0
k141_2241	1320	0	0	0
k141_669	6917	0	0	0
k141_11102	38542	0	0	0
k141_3935	1398	0	0	0
k141_670	1380	0	0	0
k141_2244	1053	0	0	0
k141_3936	2127	0	0	0
k141_674	1856	0	0	0
k141_2245	2739	0	0	0
k141_3937	2144	0	0	0
k141_2246	1566	0	0	0
k141_3938	2551	0	0	0
k141_2248	2825	0	0	0
k141_677	4196	0	0	0
k141_678	1490	0	0	0
k141_3939	6730	0	0	0
k141_2250	5201	0	0	0
k141_679	5483	0	0	0
k141_3941	2577	0	0	0
k141_2252	1912	0	0	0
k141_680	1087	0	0	0
k141_11111	13516	0	0	0
k141_11113	1169	0	0	0
k141_3943	2935	0	0	0
k141_681	3296	0	0	0
k141_682	1015	0	0	0
k141_3945	1607	0	0	0
k141_2256	3977	0	0	0
k141_683	1397	0	0	0
k141_11114	4345	0	0	0
k141_3946	2090	0	0	0
k141_5658	130868	0	0	0
k141_3947	2791	0	0	0
k141_11115	3239	0	0	0
k141_2257	4812	0	0	0
k141_684	5842	0	0	0
k141_685	1050	0	0	0
k141_3949	3334	0	0	0
k141_2258	5079	0	0	0
k141_2259	1761	0	0	0
k141_2261	1758	0	0	0
k141_3950	7472	0	0	0
k141_3951	4427	0	0	0
k141_3953	4043	0	0	0
k141_3954	1347	0	0	0
k141_3956	1121	0	0	0
k141_3957	4520	0	0	0
k141_3958	2187	0	0	0
k141_11117	29271	0	0	0
k141_11118	1422	0	0	0
k141_2264	20734	0	0	0
k141_3960	2298	0	0	0
k141_3961	1799	0	0	0
k141_2266	1191	0	0	0
k141_11121	1846	0	0	0
k141_7463	66833	0	0	0
k141_11122	1312	0	0	0
k141_2268	2203	0	0	0
k141_7464	2051	0	0	0
k141_11123	2293	0	0	0
k141_689	37631	0	0	0
k141_3962	4851	0	0	0
k141_7465	1774	0	0	0
k141_2270	2727	0	0	0
k141_11125	1917	0	0	0
k141_7466	2704	0	0	0
k141_11126	1368	0	0	0
k141_690	5510	0	0	0
k141_7469	2258	0	0	0
k141_691	2706	0	0	0
k141_11129	5928	0	0	0
k141_692	1661	0	0	0
k141_11130	1567	0	0	0
k141_694	2390	0	0	0
k141_11132	1598	0	0	0
k141_11133	1004	0	0	0
k141_696	1084	0	0	0
k141_5659	55412	0	0	0
k141_11134	2192	0	0	0
k141_5660	1721	0	0	0
k141_11135	1900	0	0	0
k141_11136	1821	0	0	0
k141_11137	1833	0	0	0
k141_5662	3925	0	0	0
k141_697	7457	0	0	0
k141_2271	21810	0	0	0
k141_3963	22862	0	0	0
k141_11138	1969	0	0	0
k141_698	1632	0	0	0
k141_3964	1553	0	0	0
k141_5663	4360	0	0	0
k141_3966	2536	0	0	0
k141_699	3859	0	0	0
k141_2273	4371	0	0	0
k141_11140	5059	0	0	0
k141_5665	3493	0	0	0
k141_3968	2776	0	0	0
k141_11141	1961	0	0	0
k141_11142	2318	0	0	0
k141_3971	1998	0	0	0
k141_2274	6567	0	0	0
k141_3973	2244	0	0	0
k141_2275	1750	0	0	0
k141_5666	6200	0	0	0
k141_11144	3593	0	0	0
k141_5667	2064	0	0	0
k141_3974	4245	0	0	0
k141_3975	1506	0	0	0
k141_2279	4520	0	0	0
k141_11146	5338	0	0	0
k141_11147	1328	0	0	0
k141_5668	7027	0	0	0
k141_2280	4796	0	0	0
k141_3976	5560	0	0	0
k141_11148	3264	0	0	0
k141_3980	1298	0	0	0
k141_11151	1464	0	0	0
k141_2281	4187	0	0	0
k141_5670	5114	0	0	0
k141_2282	1022	0	0	0
k141_5671	1043	0	0	0
k141_3983	4362	0	0	0
k141_7473	45540	0	0	0
k141_5674	1479	0	0	0
k141_3984	2023	0	0	0
k141_7474	1900	0	0	0
k141_3985	2474	0	0	0
k141_5675	4594	0	0	0
k141_2283	9128	0	0	0
k141_3986	5972	0	0	0
k141_5676	7648	0	0	0
k141_3987	3080	0	0	0
k141_3988	1897	0	0	0
k141_5677	2488	0	0	0
k141_2285	8506	0	0	0
k141_3989	1014	0	0	0
k141_5680	1276	0	0	0
k141_2286	3569	0	0	0
k141_701	44694	0	0	0
k141_3990	3990	0	0	0
k141_702	1123	0	0	0
k141_3992	2430	0	0	0
k141_2290	3021	0	0	0
k141_703	5693	0	0	0
k141_3996	2383	0	0	0
k141_2291	4634	0	0	0
k141_3997	1258	0	0	0
k141_5681	10855	0	0	0
k141_704	2254	0	0	0
k141_2292	1602	0	0	0
k141_2294	1078	0	0	0
k141_2295	1008	0	0	0
k141_3998	4342	0	0	0
k141_5682	4446	0	0	0
k141_2296	1744	0	0	0
k141_705	5253	0	0	0
k141_5683	1442	0	0	0
k141_4000	1509	0	0	0
k141_4001	1053	0	0	0
k141_2297	2502	0	0	0
k141_708	1170	0	0	0
k141_2298	1209	0	0	0
k141_4005	1641	0	0	0
k141_2300	2082	0	0	0
k141_710	3256	0	0	0
k141_11152	46553	0	0	0
k141_2301	2105	0	0	0
k141_712	1123	0	0	0
k141_4006	3406	0	0	0
k141_2302	1326	0	0	0
k141_7476	40505	0	0	0
k141_9245	508358	0	0	0
k141_2303	1560	0	0	0
k141_713	3049	0	0	0
k141_4007	4476	0	0	0
k141_2304	2506	0	0	0
k141_7478	2464	0	0	0
k141_4008	2458	0	0	0
k141_11154	7527	0	0	0
k141_2306	1752	0	0	0
k141_7480	3020	0	0	0
k141_715	5192	0	0	0
k141_4009	3019	0	0	0
k141_11156	2086	0	0	0
k141_716	1869	0	0	0
k141_7483	1639	0	0	0
k141_2307	4711	0	0	0
k141_7485	1068	0	0	0
k141_4011	3505	0	0	0
k141_2308	1177	0	0	0
k141_11157	4172	0	0	0
k141_717	3150	0	0	0
k141_4013	1211	0	0	0
k141_718	1434	0	0	0
k141_11158	1834	0	0	0
k141_2309	2505	0	0	0
k141_719	1178	0	0	0
k141_2310	1543	0	0	0
k141_11160	1639	0	0	0
k141_11163	1391	0	0	0
k141_7487	6575	0	0	0
k141_2311	4746	0	0	0
k141_11165	2155	0	0	0
k141_7490	2137	0	0	0
k141_2312	1677	0	0	0
k141_7491	3011	0	0	0
k141_2313	2874	0	0	0
k141_11167	4276	0	0	0
k141_7492	2661	0	0	0
k141_2314	2200	0	0	0
k141_721	10714	0	0	0
k141_7493	1423	0	0	0
k141_11169	1580	0	0	0
k141_722	1370	0	0	0
k141_7494	1175	0	0	0
k141_13070	334755	0	0	0
k141_11170	1793	0	0	0
k141_723	1661	0	0	0
k141_2316	3672	0	0	0
k141_13071	1778	0	0	0
k141_11172	1046	0	0	0
k141_727	1166	0	0	0
k141_2319	1172	0	0	0
k141_2321	1595	0	0	0
k141_13072	3673	0	0	0
k141_729	4437	0	0	0
k141_11176	4092	0	0	0
k141_2322	2770	0	0	0
k141_13073	2952	0	0	0
k141_11178	1581	0	0	0
k141_730	3399	0	0	0
k141_13074	3176	0	0	0
k141_11180	2488	0	0	0
k141_731	3754	0	0	0
k141_13075	3685	0	0	0
k141_11181	4166	0	0	0
k141_13076	1870	0	0	0
k141_11182	1331	0	0	0
k141_13078	1929	0	0	0
k141_11183	2587	0	0	0
k141_13079	1068	0	0	0
k141_2324	12893	0	0	0
k141_732	8968	0	0	0
k141_13081	2394	0	0	0
k141_11184	3276	0	0	0
k141_2325	3037	0	0	0
k141_733	2941	0	0	0
k141_13082	2883	0	0	0
k141_11185	2917	0	0	0
k141_2326	3232	0	0	0
k141_11186	2370	0	0	0
k141_2327	2904	0	0	0
k141_740	1755	0	0	0
k141_11187	2002	0	0	0
k141_13087	1831	0	0	0
k141_4014	47319	0	0	0
k141_2329	3506	0	0	0
k141_13089	2755	0	0	0
k141_2330	1140	0	0	0
k141_11189	3989	0	0	0
k141_13091	1399	0	0	0
k141_2331	1090	0	0	0
k141_11190	1931	0	0	0
k141_4016	5172	0	0	0
k141_13092	2713	0	0	0
k141_2332	3536	0	0	0
k141_4018	1922	0	0	0
k141_11193	3022	0	0	0
k141_13093	2166	0	0	0
k141_2333	1291	0	0	0
k141_4019	3904	0	0	0
k141_11194	4595	0	0	0
k141_13095	4288	0	0	0
k141_11195	1521	0	0	0
k141_4021	3048	0	0	0
k141_11196	3342	0	0	0
k141_13098	3882	0	0	0
k141_13099	3673	0	0	0
k141_9246	80983	0	0	0
k141_11198	4984	0	0	0
k141_13100	1365	0	0	0
k141_9247	3531	0	0	0
k141_11199	3240	0	0	0
k141_13102	2615	0	0	0
k141_4022	12142	0	0	0
k141_13103	1997	0	0	0
k141_4024	1426	0	0	0
k141_11202	2105	0	0	0
k141_13105	2260	0	0	0
k141_11203	5470	0	0	0
k141_13106	5408	0	0	0
k141_13107	1185	0	0	0
k141_741	44364	0	0	0
k141_742	3125	0	0	0
k141_13109	4647	0	0	0
k141_745	2573	0	0	0
k141_11204	11911	0	0	0
k141_13111	1840	0	0	0
k141_11205	1333	0	0	0
k141_746	1814	0	0	0
k141_13112	1719	0	0	0
k141_11207	1543	0	0	0
k141_9249	25015	0	0	0
k141_747	3583	0	0	0
k141_13115	2474	0	0	0
k141_748	1236	0	0	0
k141_11208	4507	0	0	0
k141_13116	2397	0	0	0
k141_13117	1773	0	0	0
k141_13118	1318	0	0	0
k141_749	6499	0	0	0
k141_13121	3649	0	0	0
k141_13123	1149	0	0	0
k141_750	5173	0	0	0
k141_13124	2424	0	0	0
k141_13125	2211	0	0	0
k141_13126	1556	0	0	0
k141_13127	3837	0	0	0
k141_13128	1624	0	0	0
k141_751	10624	0	0	0
k141_13132	2919	0	0	0
k141_753	3821	0	0	0
k141_13135	3148	0	0	0
k141_13136	1499	0	0	0
k141_13138	1495	0	0	0
k141_13140	1206	0	0	0
k141_13141	1584	0	0	0
k141_13145	1928	0	0	0
k141_754	13062	0	0	0
k141_13146	3360	0	0	0
k141_755	2082	0	0	0
k141_13147	2462	0	0	0
k141_13148	2428	0	0	0
k141_756	4854	0	0	0
k141_757	1169	0	0	0
k141_13150	2229	0	0	0
k141_761	1656	0	0	0
k141_13151	2212	0	0	0
k141_2337	89627	0	0	0
k141_2338	1114	0	0	0
k141_762	3243	0	0	0
k141_13152	4968	0	0	0
k141_765	1171	0	0	0
k141_2340	4232	0	0	0
k141_13153	1486	0	0	0
k141_2341	2614	0	0	0
k141_766	4288	0	0	0
k141_767	1055	0	0	0
k141_768	1436	0	0	0
k141_13156	4524	0	0	0
k141_2342	4700	0	0	0
k141_770	2896	0	0	0
k141_2343	1810	0	0	0
k141_13157	3566	0	0	0
k141_771	1371	0	0	0
k141_13159	1192	0	0	0
k141_772	3595	0	0	0
k141_2344	4944	0	0	0
k141_773	2447	0	0	0
k141_13160	6397	0	0	0
k141_775	1805	0	0	0
k141_13161	1238	0	0	0
k141_777	1933	0	0	0
k141_779	1539	0	0	0
k141_2345	9588	0	0	0
k141_13162	6562	0	0	0
k141_781	4360	0	0	0
k141_2346	3494	0	0	0
k141_13163	2677	0	0	0
k141_2347	1761	0	0	0
k141_13164	1455	0	0	0
k141_782	4860	0	0	0
k141_13165	4477	0	0	0
k141_2350	4792	0	0	0
k141_13166	2671	0	0	0
k141_783	6546	0	0	0
k141_2352	4567	0	0	0
k141_13168	3708	0	0	0
k141_2355	1097	0	0	0
k141_784	4023	0	0	0
k141_2357	2557	0	0	0
k141_13169	2876	0	0	0
k141_786	4034	0	0	0
k141_13170	4755	0	0	0
k141_787	2402	0	0	0
k141_13171	1462	0	0	0
k141_13172	2291	0	0	0
k141_2361	8604	0	0	0
k141_13173	1841	0	0	0
k141_2362	1844	0	0	0
k141_788	5935	0	0	0
k141_13175	2170	0	0	0
k141_789	1650	0	0	0
k141_13176	1398	0	0	0
k141_2363	3809	0	0	0
k141_13177	2251	0	0	0
k141_791	2952	0	0	0
k141_792	1691	0	0	0
k141_13178	2067	0	0	0
k141_2368	2314	0	0	0
k141_2369	1660	0	0	0
k141_793	2378	0	0	0
k141_7498	205054	0	0	0
k141_794	3316	0	0	0
k141_7499	1545	0	0	0
k141_13180	9294	0	0	0
k141_7500	2985	0	0	0
k141_2371	9330	0	0	0
k141_13182	1058	0	0	0
k141_13184	2649	0	0	0
k141_796	7684	0	0	0
k141_7501	5297	0	0	0
k141_2373	4117	0	0	0
k141_13185	1666	0	0	0
k141_13187	1199	0	0	0
k141_797	5064	0	0	0
k141_7502	5513	0	0	0
k141_11210	141564	0	0	0
k141_13191	4147	0	0	0
k141_7503	2736	0	0	0
k141_13192	1022	0	0	0
k141_7505	1045	0	0	0
k141_799	5379	0	0	0
k141_13195	1776	0	0	0
k141_7506	1802	0	0	0
k141_2374	11744	0	0	0
k141_800	2561	0	0	0
k141_7507	1788	0	0	0
k141_9251	150785	0	0	0
k141_2378	1742	0	0	0
k141_13197	4245	0	0	0
k141_11211	8452	0	0	0
k141_802	2579	0	0	0
k141_2379	1334	0	0	0
k141_7508	3478	0	0	0
k141_13199	1507	0	0	0
k141_9254	2221	0	0	0
k141_7509	1267	0	0	0
k141_803	2156	0	0	0
k141_804	1095	0	0	0
k141_7510	1293	0	0	0
k141_2380	4321	0	0	0
k141_805	2073	0	0	0
k141_7513	2131	0	0	0
k141_806	1013	0	0	0
k141_13200	5257	0	0	0
k141_11212	6540	0	0	0
k141_807	1008	0	0	0
k141_2382	2026	0	0	0
k141_9256	5014	0	0	0
k141_7516	1799	0	0	0
k141_11213	2071	0	0	0
k141_2385	1861	0	0	0
k141_11215	1308	0	0	0
k141_9257	2856	0	0	0
k141_11216	1903	0	0	0
k141_13202	5010	0	0	0
k141_2386	2402	0	0	0
k141_808	5534	0	0	0
k141_7517	4981	0	0	0
k141_13203	1724	0	0	0
k141_2389	1271	0	0	0
k141_11217	2738	0	0	0
k141_809	2405	0	0	0
k141_7519	1861	0	0	0
k141_7520	1410	0	0	0
k141_13206	2283	0	0	0
k141_2390	3087	0	0	0
k141_11218	2947	0	0	0
k141_13207	1032	0	0	0
k141_7521	1964	0	0	0
k141_2392	1587	0	0	0
k141_11219	2115	0	0	0
k141_13208	1304	0	0	0
k141_11220	1044	0	0	0
k141_812	5336	0	0	0
k141_7522	3110	0	0	0
k141_11221	1659	0	0	0
k141_13210	1919	0	0	0
k141_813	2469	0	0	0
k141_11222	1864	0	0	0
k141_7523	2955	0	0	0
k141_13213	1394	0	0	0
k141_7524	1145	0	0	0
k141_11223	2536	0	0	0
k141_814	5376	0	0	0
k141_815	1203	0	0	0
k141_11224	4762	0	0	0
k141_13214	6077	0	0	0
k141_7526	5302	0	0	0
k141_816	1805	0	0	0
k141_13215	1368	0	0	0
k141_7527	1419	0	0	0
k141_11225	2917	0	0	0
k141_13217	1372	0	0	0
k141_2394	15000	0	0	0
k141_11227	1081	0	0	0
k141_13219	1019	0	0	0
k141_11228	2058	0	0	0
k141_819	4129	0	0	0
k141_2396	2458	0	0	0
k141_821	1240	0	0	0
k141_11229	2732	0	0	0
k141_2397	2857	0	0	0
k141_11230	1069	0	0	0
k141_822	1842	0	0	0
k141_823	1112	0	0	0
k141_2398	2118	0	0	0
k141_11232	1987	0	0	0
k141_5684	315218	0	0	0
k141_7530	9628	0	0	0
k141_2399	1870	0	0	0
k141_825	2287	0	0	0
k141_11233	2767	0	0	0
k141_7531	1582	0	0	0
k141_826	2411	0	0	0
k141_5685	3775	0	0	0
k141_7532	4530	0	0	0
k141_5686	3221	0	0	0
k141_7533	1027	0	0	0
k141_11235	5727	0	0	0
k141_7534	2137	0	0	0
k141_2402	8355	0	0	0
k141_5687	2931	0	0	0
k141_7535	1827	0	0	0
k141_7536	1600	0	0	0
k141_2404	2192	0	0	0
k141_827	10335	0	0	0
k141_5688	5218	0	0	0
k141_7538	3124	0	0	0
k141_2405	3681	0	0	0
k141_828	3525	0	0	0
k141_9258	49705	0	0	0
k141_11237	9658	0	0	0
k141_9259	2176	0	0	0
k141_829	3215	0	0	0
k141_2406	3907	0	0	0
k141_11240	2453	0	0	0
k141_7539	5407	0	0	0
k141_9262	2465	0	0	0
k141_11241	1287	0	0	0
k141_830	2293	0	0	0
k141_7540	2458	0	0	0
k141_5689	9246	0	0	0
k141_831	1605	0	0	0
k141_2407	4343	0	0	0
k141_9263	2884	0	0	0
k141_11242	3634	0	0	0
k141_7541	3529	0	0	0
k141_834	1822	0	0	0
k141_9265	2703	0	0	0
k141_11243	2481	0	0	0
k141_2409	3254	0	0	0
k141_5691	3529	0	0	0
k141_5692	1519	0	0	0
k141_835	2221	0	0	0
k141_7542	2197	0	0	0
k141_2412	1912	0	0	0
k141_5693	1643	0	0	0
k141_7543	2143	0	0	0
k141_7545	1370	0	0	0
k141_2414	2258	0	0	0
k141_7546	1367	0	0	0
k141_11245	6156	0	0	0
k141_836	5105	0	0	0
k141_2416	1828	0	0	0
k141_837	1346	0	0	0
k141_7547	1616	0	0	0
k141_2417	1542	0	0	0
k141_840	1676	0	0	0
k141_2418	3829	0	0	0
k141_5694	10273	0	0	0
k141_841	3624	0	0	0
k141_5695	1583	0	0	0
k141_9266	15632	0	0	0
k141_843	1247	0	0	0
k141_5696	1328	0	0	0
k141_5697	1597	0	0	0
k141_2419	8205	0	0	0
k141_2420	1020	0	0	0
k141_9267	7859	0	0	0
k141_5699	6166	0	0	0
k141_9269	1180	0	0	0
k141_5700	1186	0	0	0
k141_2423	2331	0	0	0
k141_7549	16662	0	0	0
k141_7550	1433	0	0	0
k141_2424	2187	0	0	0
k141_5701	3328	0	0	0
k141_844	12422	0	0	0
k141_5702	1039	0	0	0
k141_2425	2143	0	0	0
k141_7552	2507	0	0	0
k141_11246	23659	0	0	0
k141_5703	1687	0	0	0
k141_2427	1703	0	0	0
k141_11247	2206	0	0	0
k141_7553	2612	0	0	0
k141_845	5114	0	0	0
k141_5704	3098	0	0	0
k141_846	1041	0	0	0
k141_11249	1887	0	0	0
k141_9270	10130	0	0	0
k141_2429	4655	0	0	0
k141_847	1888	0	0	0
k141_5706	2479	0	0	0
k141_11251	1411	0	0	0
k141_848	1122	0	0	0
k141_11252	1429	0	0	0
k141_9272	2940	0	0	0
k141_5707	1734	0	0	0
k141_2430	2340	0	0	0
k141_849	1606	0	0	0
k141_2431	1344	0	0	0
k141_5708	1728	0	0	0
k141_850	2793	0	0	0
k141_11253	3468	0	0	0
k141_5709	1859	0	0	0
k141_2433	2332	0	0	0
k141_7555	9118	0	0	0
k141_11256	1000	0	0	0
k141_2435	1004	0	0	0
k141_9275	4461	0	0	0
k141_2436	1539	0	0	0
k141_11257	2084	0	0	0
k141_852	3325	0	0	0
k141_5710	4579	0	0	0
k141_9277	2890	0	0	0
k141_5711	1578	0	0	0
k141_9278	1099	0	0	0
k141_11258	3419	0	0	0
k141_2437	3882	0	0	0
k141_854	3295	0	0	0
k141_9280	1286	0	0	0
k141_5712	2331	0	0	0
k141_7559	4935	0	0	0
k141_855	1660	0	0	0
k141_2439	2384	0	0	0
